NAME	CD14	CD19	CD4_Eff	CD56	CD8	Eos	Neu	Treg
cg19233405	15.628035998314	1.62156295224253	1.65070112406039	35.3670208581743	28.930443964035	31.3010334023556	19.5292355671718	2.96780932311522
cg21812670	42.5348772843748	36.6766067405671	17.3590036312757	36.3772452660534	40.2843537347735	36.0946398692052	35.2413559605477	10.9420084050775
cg22944360	47.0560948712045	45.5078499916417	22.6021945667118	46.0545739146028	45.7488455417365	45.5448239805598	43.503690984853	16.9938207794094
cg24955196	32.0681271154207	92.649234737006	3.21614067069027	85.4151067791286	88.2409405244582	44.9832374633143	30.1528452757609	4.50313302881941
cg26014884	2.26541744819168	9.12297127984544	1.60886849625628	27.0042785418721	25.4873109951612	2.02417942446803	2.40270254823905	1.90903840239529
cg27553947	8.35664612836755	85.2246799707181	94.2375719100974	77.7948024174023	91.6492397545631	6.01444804379663	6.36785336743787	93.5994785372101
cg01154505	97.6167057277563	78.5486997187676	5.24543692013321	96.698464363691	75.4524848418975	98.4685870230029	98.3981841682643	5.5201918627617
cg04722215	92.1545178791389	22.7046762137978	3.43923736313219	9.57238575902317	4.72375816263482	85.088398048834	82.8072810219713	4.22911426034396
cg07205203	7.67954152337059	92.0077097085747	92.9659338010049	91.2524900309451	92.0710567661062	87.5559349918703	26.604361292875	88.3846540261792
cg09681386	96.5627513333447	96.5962883846168	95.0755094397621	96.049073612003	96.6504368413905	96.6800418560128	96.7936459766373	51.494953206286
cg10067737	95.5096136525338	44.9120682469186	96.1381413538124	95.5052095420819	95.5776152567707	96.1872298218658	96.5413754139599	93.8025064084382
cg11236515	97.9730141957962	92.6514495498935	5.88667021454349	70.1350429802087	39.688644055737	98.6197110789258	98.2456114240702	3.73879890070271
cg12344862	86.4424349997599	88.614027698591	89.1061607656851	78.2200870001236	51.5241004892997	89.89746495581	92.3922295213357	87.6427967661353
cg17285931	82.5367849009749	97.5964898941022	95.9092385869786	97.4515407240597	97.3914315654145	43.6144340371766	35.4866796058129	96.0083059719578
cg18406852	94.8534071132484	14.7636037628925	94.9256568976035	94.7451509897249	95.056798393449	95.2300582789216	95.6661115493887	94.4825218128986
cg22077197	16.3025926980902	80.388686234965	88.42034858821	88.7630076484908	90.5868151450097	17.1167006966025	11.655116913904	86.3021566380775
cg24231380	95.8771349578853	52.4189713957805	92.7931690301072	24.7310907432202	49.4364859495221	96.8559364036892	95.6621965198552	93.0707826261007
cg24441810	93.1157835823972	87.440296255256	3.33790776088772	58.9280636438296	7.4379867010969	95.0769660584533	93.6498848501422	3.72261719328164
cg25138484	96.6966087533586	21.9244448724655	96.5462747708153	93.3843133427239	95.17328865316	96.8993953314206	96.7683869646077	93.2057367545977
cg26056277	85.993098897557	93.5605536106365	87.2687143042401	93.5824238549725	91.8174889531355	76.2826670333856	19.1594534815677	73.8963955571751
cg26101890	97.4444095696718	97.911556769292	97.0570772800569	70.7355715401866	91.267394843495	97.1265904492539	97.5494874252569	97.0389804542033
cg26104551	26.3625597103748	25.1249509953684	9.06368009977797	25.2475959680799	24.2310044030862	23.7746959418735	25.7408854820509	4.12224341219565
cg00828556	4.68265324565893	96.4435567357737	96.7965389663576	94.5210116529331	97.3936763648583	3.45465094460462	3.83934626863199	96.2568113540471
cg02923224	91.7501136248333	92.0944148254747	11.0510704775022	80.8018525429888	39.2404446906931	91.4999679402889	91.1770314056747	21.239935919363
cg03889263	6.31605189200799	82.2533600442297	4.56733121236554	70.9654632970932	39.1615366622991	7.16712462055952	5.67001637641023	6.31857113219899
cg04855678	53.4654379035664	94.290589946965	94.05558279903	91.9761369256913	95.1829167991421	3.38959012638662	3.88959766751922	93.7088907293689
cg08450017	95.2112359058382	95.9278176433724	1.76009103611159	28.0958480941937	7.71234147548505	97.1798208689814	96.7276914771869	1.6274093538666
cg15431659	32.0901505014754	95.5057530886421	96.7268881684044	93.7365771135485	96.3902971624325	23.0808156163766	18.8038338610153	95.9437865985836
cg17572056	87.0353213389162	98.3903770733747	98.7773889242889	98.3122106274429	98.4631499828939	5.35115538212045	23.6334727246246	98.6957040797929
cg23819411	70.7226051840322	96.8408522414858	96.0188459297603	96.3212326793968	96.1295780493879	70.560021967499	21.5329571036346	95.6793837047353
cg24157392	91.6575368393135	10.8650671332421	10.1415127457421	81.205413671024	20.2117812342926	93.4995629359981	92.9074910433748	16.8736062742936
cg25752703	52.7241332524517	94.9278605186849	94.6689074271162	93.3570381343793	95.5427271347956	28.0941593933289	15.1285225782407	94.242648646451
cg07748255	95.9052882997194	96.1613447031198	4.94889013699855	22.0608345999131	12.7503467597821	96.4777602013834	96.4949460449921	5.12805689615604
cg14024328	96.9312024805887	96.5617954349381	89.0211408380614	75.5334422330493	80.3342292097398	96.2277608095195	97.0256292035748	47.5986917251618
cg16000989	74.045183696263	94.9271511790794	93.2678351529632	93.8101458598638	93.6040524156008	77.2344384709255	30.7877647915205	87.2945385393802
cg19340941	56.9658884278604	65.8423076133843	74.0475572353079	56.4063080767121	62.2674652928229	56.1731662289306	56.2650556581546	32.8873966617919
cg20618651	95.3744727022252	92.7757768080724	5.98080027964185	24.2581722249756	8.58909655085671	96.3029995004792	95.2922493345363	7.75106350326667
cg21957905	11.9088586534123	96.6488198881094	94.700425037394	95.8305524596225	96.5404608173445	82.9743293255584	27.8898605490228	91.7560817852769
cg23921777	95.4477907734658	95.8560698849633	93.1619351609897	96.1457058013846	95.3715269333064	95.5223739478877	95.4980177495598	64.9400843332094
cg01393945	49.104083067655	94.7050225846092	95.0306490965057	94.2963848776756	94.8781969096678	87.2091989705303	35.4749748067927	95.1224291741974
cg09452568	35.1406252835834	96.3678965324034	96.0981440627295	94.3554945011526	96.7018996961488	50.3701041578713	17.1217303609475	95.55247940792
cg24799710	33.9654574866276	34.5673665223842	15.4169262214977	32.8892558285067	31.9667625085712	33.3262529742388	32.8043494565438	10.8012738690869
cg00459243	86.1711532658992	98.4670610029874	98.4827408674648	54.0708537410138	71.5484483176302	57.9119135822686	69.0847392265483	98.6861288339411
cg00805874	97.6560802324889	97.8664719447042	97.3859122452325	28.2415720787625	44.8570314659889	92.675453034379	95.5712240016509	98.0986457110165
cg02402436	82.4414516983873	3.03412788868694	2.68130101438457	15.6931443244264	3.66848092910739	81.5939746385983	79.9806621192276	2.0523600707374
cg04450994	85.983933739593	14.6636832599415	5.83883644365151	10.9138233223928	7.49746199622781	84.0061305700838	86.044365492828	7.02241076491286
cg04603811	95.837798708509	98.7814259244924	98.4210578649533	47.1924470279051	57.2552197670763	81.4063400124904	86.898552398122	97.9087098116327
cg05326984	56.9734107269073	58.3228444376973	34.2520217385875	56.9262123282857	57.7847342767466	57.1959639543537	54.9275257804172	31.2199857071718
cg06636203	84.206669353272	97.6703269888508	97.9458393313446	52.9786558006397	60.2844728571652	59.6562601892532	69.3056737919848	98.0949041046573
cg09571972	6.12863552002536	96.4544963870919	95.3025141609134	93.4389712245051	96.5171979932295	3.18023490939986	4.70641393990772	93.5299638932038
cg09621572	95.3761323831416	4.49704901880661	3.07088769312748	14.5892502478548	4.96538308522187	95.3319872521015	95.1533605559635	2.76148500192339
cg09788778	96.8945741855791	98.0634987753336	97.5840151948808	35.6405661276632	52.6834247695737	79.7430763671481	88.7501991678068	97.3333077799826
cg11381564	42.082090982189	2.43666436943633	1.35401466415794	23.7288830405751	4.71333210024263	54.7912212036577	51.6478369024845	1.29332811929051
cg12213680	92.2146656234972	92.9183514328866	90.5008139071337	95.5006784157098	95.0965384248645	12.0164608358414	79.4353657095458	92.1538731731044
cg12477370	3.67000110642659	4.47096225654598	5.49284814322413	18.7407096642082	47.9198082373921	3.4870495221697	4.15515830961061	5.71092919145857
cg12550496	97.5303919819661	97.8125544539067	96.5089072043373	48.9728059268527	68.8668467371935	97.7684757334564	96.9228682399072	52.7852576740581
cg14066298	88.0053877175474	93.795165285644	96.8396388347371	93.0774770741961	93.6951281030191	26.7732013921465	19.9110069040492	95.8079195246347
cg14437551	95.5772737236167	5.15270809170862	3.3504224081408	10.9819584957542	5.66299027381366	95.8351617249318	95.6803213332545	3.56869977833508
cg14533068	23.5423690923251	97.3253050677446	95.1190776796162	96.1426850029299	96.5175776981897	90.2287122659619	35.5739022055754	96.5918385907695
cg14597739	95.1967488011474	5.39984454192847	3.64833785370716	21.8044300648478	6.2436730014658	96.5111029972683	95.9270997189973	3.34338824918524
cg16219283	95.3367752997037	7.39289329511562	4.68744147646991	26.6010074320464	9.11187835303876	96.5126365358697	95.9726486738053	4.84641379350086
cg17169196	95.8623791116242	5.11206439510002	3.04835431863225	29.3123604329346	7.28265721271285	97.0576476202752	96.9074384929373	2.55833373078623
cg18275732	22.2872562153469	96.8362146434176	96.9434032941476	87.9733707994434	96.3621884572388	82.8328060961325	49.1594911829025	96.2033719347904
cg20039512	95.9132918232002	96.609212795902	95.9984006926962	95.1837164632805	95.6116964176111	96.5767451934865	96.2812593543656	58.8754527452407
cg21999229	94.9795161518548	3.80940556134855	2.3457163198985	22.3157531683452	4.90992405207606	94.7860090239575	95.0062313988288	1.9712497733077
cg25470384	98.4043734947903	98.7140371699472	98.6437608971353	58.3045203370719	73.9884850054811	97.3901617472907	98.2498943318132	98.823853299919
cg01974478	97.721887813268	96.9719397623764	59.3650430328473	89.1488553949145	87.3851174802674	97.7876558228414	97.8571418066977	50.0470057812121
cg02665297	96.3346376302107	5.37954456158362	93.6734513883006	96.2873513550307	96.1952260060878	96.3988998700135	96.7755211185827	92.6808473838565
cg03493211	94.0093030620202	96.9330713585958	98.2860196624344	97.8929292342995	98.1267073905684	54.3080423110958	53.4822630432704	98.3200776790297
cg04153882	95.8687569473455	8.89865740346622	98.0818125213462	93.2838192325228	96.9229021501609	86.9140022205572	96.1302293260303	97.8073048982192
cg04978343	8.5271048172693	89.5885679791635	49.0995938946532	13.449181016677	44.1363324693555	7.2797469947144	7.36330524091474	50.187764979456
cg09727210	86.9981874542474	89.9924964539111	88.2418199036889	87.4713467029189	89.126282507269	85.2737367111526	86.8913372461849	48.7636570852709
cg12644845	95.493626467817	96.2552291699517	18.0784924621293	94.4306476346606	73.0841463823189	95.397585333056	95.8098615942517	34.3831955371388
cg18316613	46.1205397351168	44.8048680776178	27.475244140251	45.9220472228184	46.3128484599837	44.8511369552112	44.8555029517341	21.7664668352828
cg19263161	96.2428190073312	29.5332018416058	95.9432239935988	94.8042644786096	95.2752290727361	96.5865077055468	96.2208268179182	95.782045402551
cg23752752	47.0244734689603	73.7798813624411	30.9728617981737	69.7330520236204	71.2509859015942	13.2323801159359	34.4814149439477	27.1882194173323
cg25315312	97.9155162740509	27.5383121166611	98.68735510169	98.031764460821	98.2559148670016	98.7016818499336	98.6675297083279	98.5500155835977
cg25350872	96.9146068961177	96.9041614499302	96.9007270125664	76.2235051115728	40.0389401834847	97.6099104902303	97.1499913638955	92.7349240963789
cg04838847	98.0016059084004	14.8373766920932	98.4508733669226	98.1005071326886	98.1582059562383	98.4631724620737	98.3120615931842	98.3562555332786
cg13318121	33.1299509189313	33.221654334259	13.6637255339876	34.0479837678069	32.6731086507423	32.9470823950287	32.6797188161298	9.69864028880235
cg13826666	97.4263912229739	38.6669791051432	96.844005201372	96.5171157351634	94.1252881408136	98.0126075327535	97.8382206640625	96.4518782612871
cg14317609	3.48952463142037	86.8289741274674	2.69742716270367	6.51530180312311	8.24929281909972	2.9642596769765	3.35312841945529	2.72971874331054
cg02695567	89.9688709988819	28.4229236056947	92.1199613101199	88.4129273615512	90.8422807140666	90.0182797505169	90.3276598444706	90.9175657525852
cg16319310	65.4318981475126	65.480458434926	47.40553987031	66.3429268562363	64.6173539028446	67.2462448073056	64.9881807984073	42.0795554160122
cg19276014	97.4377259259992	9.73055976255888	96.9127203558887	97.4357429715599	97.4907425361714	98.0085729712279	97.8139558114655	95.813460191658
cg23338516	36.5691155832508	35.8129315545174	51.3400531698473	35.0631527839408	34.6648519566073	38.552847257338	37.1268167853577	1.94530041992209
cg24270624	48.5743958288675	50.0385376660044	27.2295195702233	48.1368397434733	48.3671273901089	47.3631994594362	46.6073918669497	18.3054912858746
cg25131632	96.6876305316396	4.31703002377359	95.9951089817679	91.7704363978822	93.7519887663406	96.9496716341354	96.9968647679177	93.0773893564002
cg25601879	88.6963014696594	83.7557317179146	92.5702463658506	87.1682177148319	88.0567445748271	87.660766557551	88.0456631310811	71.5141140259331
cg26121053	97.2873072854113	16.5677378619378	96.6754933836473	96.2008707237268	96.8324311772136	97.8296691317387	97.8953091230652	95.6075571025834
cg01142676	4.68686311248112	80.3571080813051	91.7967692506473	87.435149103838	94.0499892858663	25.6043645195387	6.88601752317599	90.7420266855722
cg03146219	95.2097217756718	97.7039836544169	97.2018771321744	97.8191218611041	97.635512711644	86.0750337508121	32.5690598275637	96.6719267067277
cg03695871	87.0418925796425	95.6541881632204	96.1054939033939	95.0045193189897	95.6708294965569	18.6370506486741	43.8523524174676	95.4551653959885
cg04975775	56.7312514773012	59.7873181730025	35.6161903137681	58.1335069255048	55.1248772320276	57.0742310421617	55.3711765152185	32.4430958209792
cg05949667	91.6298156963091	95.8898685841221	94.2771184354521	92.8134833748964	93.8010314718235	54.1159559290494	39.1117809630964	93.3075764086371
cg06419846	97.5833538901258	97.5065613709401	96.6765102735735	88.1886366784347	47.8395132516902	98.103086893272	97.7976587041604	97.5290241557844
cg08822897	96.1240114325041	86.1527313152932	84.8656018238469	76.749297484021	49.4135878024869	95.6758109520034	95.5693608819055	3.80414544739647
cg13684807	91.7531386720622	92.2768046526412	89.4483890696202	85.7813673806694	87.8111700501004	92.1954754697932	91.7606127787553	49.7399771522538
cg13738327	97.8630664570251	8.17558642444879	98.0781856190794	92.718589633889	95.1159522834758	98.4485984374626	98.2878027426155	97.5385146006642
cg13980609	7.72196378043651	93.1822201500176	93.813928617023	91.9374717302107	92.775733071741	9.86825094030487	8.29910729464409	93.0780462625436
cg14331899	93.9893978478824	14.235841960391	97.4389656672013	96.4655583204525	96.8225283865282	96.0792582679352	96.5916849544817	97.3654111692597
cg15201417	2.71109588196687	3.01276975387076	6.15571496188742	20.9288702747915	27.3966027424013	2.29705164467236	2.41422852746868	5.08615696043337
cg15241519	81.2948737061445	11.5741780762326	92.8371971666949	84.932816956322	85.6895926027885	91.5000758904039	90.9637899505082	91.2638304692875
cg18728264	73.7154699090648	7.61191230367586	5.4982428583864	50.8412354159116	15.3950347268625	72.4078824949561	58.5699293255486	6.30451722033728
cg22213242	91.0114469156141	88.0855036045918	91.3844212354805	84.9190818188662	57.190132380946	91.8890799649907	91.0706383548441	83.8451407911605
cg22632840	2.05414860518067	57.8756997256092	1.40455104996124	5.34229555177216	5.38616764673178	1.34053626851028	1.54828284243818	3.74527964954189
cg06624527	5.37295909666642	15.1172731386602	3.62447060067325	26.3785957406231	35.2411176988125	5.69740197337297	4.73449359828084	3.52078996186591
cg07679948	97.1676944307772	97.1905706936996	3.59515611983211	93.5179546301974	45.4664625531407	97.9885953411502	97.8020354065729	2.39090992315792
cg09132240	89.3304426969339	88.4402890623389	90.0272377059407	69.7673413165477	62.4931369739631	88.1503406330854	86.4746842679898	86.8701044177092
cg10240950	93.2314836979048	65.0460025993812	92.3082614625161	93.9071968815286	93.4362448985878	93.4199408005314	92.5842937987421	52.5169068399393
cg12748000	93.5268958995305	93.8993325000626	73.8451099676621	30.8049782205245	22.8999491778276	91.7946670240967	92.5294114628661	76.0659859003732
cg15029631	73.6017308584315	94.05464214165	93.7415056391374	92.8576878395831	92.4818426467848	89.0381076542427	29.5925741544053	86.8908307460069
cg16871561	88.6023327207954	93.4972727010068	9.24823730265047	89.2377560187857	82.2398272585923	6.92171377989808	28.8524892028037	10.1295839923442
cg17346246	98.0100907115394	97.2853932847894	6.03757918512023	69.6995549551992	71.684008770152	98.5545667203912	98.0052226629344	8.97094085595023
cg22135566	91.2923741841292	89.8332056647528	21.9658198609595	69.5037971570733	43.7064519139526	94.1264577954823	92.2677622879887	17.0307818881941
cg23752651	94.9927616737042	96.4189599541162	87.3873660799653	38.4765640884205	16.3330629426078	95.027646515054	91.226472151096	83.4256522644954
cg24784730	3.92283039572795	13.595319494644	4.34320203686394	28.9734799622712	33.3061462180078	7.58578768707882	7.07317533478886	3.75224842045967
cg00054352	94.5242012584593	91.8062743668483	97.5530902830987	49.3023545628715	80.0028332981828	93.9498197236209	94.0842939344878	96.6789469593496
cg01830053	77.6959593121755	68.2873662353855	3.74879568278009	50.8083147944747	11.0670181330883	61.8856634076215	69.0160992243582	9.11012163036332
cg03696126	47.6748183336865	49.619593112683	32.3251867375864	48.4130813399241	47.729699474317	50.0789565652566	48.5924289890433	24.6040345717193
cg04828493	93.3633978922761	7.69035195248846	94.244182816593	93.2579373908722	96.1036639537224	97.2038846759203	97.0641912762961	95.2293875439523
cg18731055	21.4506081281265	89.2642033572493	89.7091850080537	87.696400958957	89.0232312485488	7.31780167415202	18.5992221162989	86.4890612071083
cg24430034	97.506801155139	97.9285590188268	97.0379912177788	43.8369908809904	85.5048343532577	97.780230526332	97.7075475586756	97.1142076925302
cg05398700	94.065053727117	96.9940845997026	96.3368017899211	97.3849292530358	96.9918433567189	5.10345297528284	4.98752616045319	94.3588571148543
cg07015803	97.0566888173548	97.0255906221352	3.71563666294872	73.2987621826574	18.2137092609191	97.4741557004857	97.33438199068	3.34092348944343
cg08707819	37.3871642655356	39.5571356779983	16.6421786702057	36.6853790743951	37.867883703446	32.8436815030782	33.9780887765911	16.9328104098299
cg13619891	91.8289549196855	93.1296731476947	16.7522158270144	68.305455039248	33.2793778514446	92.4668346382515	90.8636677436881	21.2408144905913
cg16062483	88.4423176680352	93.7257879139512	3.08005655742372	64.6471259192564	17.2584112622751	89.9275291914277	80.8928077312186	3.67038103872553
cg16452866	97.2438202479804	97.3778108714948	3.77479435839018	78.7906423824284	17.5830102708636	97.735576772851	97.5962061408791	3.65211535131831
cg19009471	58.9538742271622	24.0906610987727	2.44818813271433	13.8083026694485	3.54362646140575	56.9847248149899	55.863841009724	2.34763592961994
cg21234053	93.6428772989774	95.6588036124581	93.0138112866566	95.44168044243	95.3092053270213	53.6681263088029	42.5128279626524	92.0093953084879
cg10342963	93.9216481578708	94.8971236519157	90.0111024048554	95.1598871165849	94.0231719938275	3.77815595518961	10.6143886296283	83.1083902311548
cg11183227	97.5954470754263	98.2234420094946	98.2787092981809	98.1910839728621	98.1662628885568	24.1656847224668	61.1674296962423	98.4891390194645
cg13369554	51.2831435455475	52.9875272007315	31.2190239763394	52.4074732959305	51.7755346576092	51.5022785348466	50.0863728551976	27.9089348380489
cg13495693	46.5788933614282	52.2958790991762	25.1068330535706	50.6741160115461	50.6456919153864	45.5853718848745	44.7680747309139	20.7678926575276
cg15682717	56.6047538693544	56.6275623045337	33.9109221663192	56.0090877405649	55.4978468247962	55.0911115878833	56.4055108292962	32.2314648201264
cg18247172	94.0686329866631	96.4165659426189	97.3137651518526	42.979484386587	62.8935693517674	94.8596433467203	88.3239272293078	95.1604437797613
cg20357538	3.65127127246496	86.8218369903792	89.8753387723613	17.0828068405866	63.0397449466639	2.51957169827224	2.77620092933353	89.3459540990889
cg26705930	30.798096628768	31.2227993420756	12.0679340135515	29.4998267887207	29.5143300621317	30.5080488717604	31.0775092442353	7.44362467297712
cg00867406	97.9716216415926	22.84350197017	98.5076394481839	96.7935785666874	97.6092706459324	98.4748472803901	98.360027546498	98.3944091771785
cg01107178	90.0432962534768	89.6587156190525	87.8226762317974	23.4044470692985	35.1875983186078	82.1766949749591	83.6139621204529	81.9617995815211
cg02878439	3.40982030302083	3.45369657806362	6.1537315797689	26.2091082575431	30.7264497593344	3.45403566927822	4.61447537428773	4.43758994607186
cg03517226	95.7209802420803	96.2265042714669	88.4327188092348	28.6668468274978	32.2581578773657	89.7895037456293	91.3649823734639	85.1068630380869
cg05045104	68.137648600928	64.0138034892097	67.8299609103053	66.0701736813657	63.3493659236488	75.2949316910718	74.472856836286	44.638698469811
cg07721872	96.1586840292036	6.27216328854974	92.4477646413021	95.8871821114198	96.334053378709	97.2889759934835	96.8567380835303	94.099221517694
cg09328979	5.79503031074535	1.7993669795531	29.7777091252904	6.28124443927028	10.3694413273562	2.42269441688955	3.21529456946486	9.66250869282819
cg26709988	9.16259058130722	96.5128965203511	97.0361686922346	95.4406119979841	96.7216617918181	3.66038518790501	4.21548517306906	96.7171500592857
cg26864036	96.8147765003077	53.0220862036147	96.6627608529421	95.5693868785531	96.0148991958748	97.4615243120565	97.4695594438332	95.6992733149414
cg27513667	96.7487794481701	96.1665109437723	95.1499716446614	28.0609662377095	45.674610227263	95.5816991548074	93.0163393196561	91.0432235010073
cg00660167	82.2319228148539	96.883828277093	95.99784644277	96.6784590799776	96.5864481171631	6.0117468597009	4.86813238106806	96.4682576879083
cg02212339	97.5399571985269	12.9522324187688	97.6233265374121	95.5559563820598	96.8411957015782	97.9574329230734	97.8107724244599	95.8115195061156
cg03216991	42.0704773277576	39.2901699098426	14.7990045074215	41.410272337042	42.6552092956026	40.4111660313496	37.3459161177257	14.8249714660226
cg03388043	96.3665674332034	96.7308660449409	2.53060120957647	49.2222341806747	6.26144064320702	97.4707862402657	97.1760235837993	2.89506176282328
cg04478251	7.46308249891669	96.929856773559	95.6059690384598	93.1352221390875	97.1028732946279	4.9565584797029	7.28115814800795	95.2205374978207
cg06218079	59.2987539598625	96.5305829053717	94.8324616014904	95.2541610592807	95.803283087791	89.5703483584681	44.9648624774537	95.1112143796475
cg07723258	95.7280749444441	96.2610410692702	97.473543558849	96.7416197419137	96.8732071387096	93.2695431994708	69.3307074429387	96.9032095492754
cg10690440	4.34613459493478	96.5975804945205	96.0938396314514	92.6059836261526	96.006491238067	20.5752952922746	7.50871369632235	96.025411905434
cg11183935	92.459324724019	60.3064600936688	92.8274985540469	50.001997699775	49.606850300589	92.7436666512069	91.0242244153215	87.8420410599652
cg11222173	81.138928920409	98.1820454946661	97.238230063503	97.8450763459666	97.9315260514334	95.8065487171749	64.9580822533101	97.4804993712572
cg13721589	98.614707909762	98.8140138440323	97.7847883340299	89.0338127232385	66.4742856072567	98.5666961781232	98.2423504187364	90.0037648922527
cg16810279	4.56724974515563	4.79988512611983	4.6085875699113	44.1618548831352	66.2833899345221	4.02163259561688	3.68084776185069	4.16241452061026
cg19001909	97.8831628257619	98.1021276680779	3.26250438626628	87.0982719827597	42.9648523408906	98.4209287355415	98.3207454143951	5.68416197527806
cg19163395	94.9739723151426	88.6276438545319	10.7074151356329	64.7613411556262	23.48187910843	97.3511353104185	97.2663857784611	3.96765966496597
cg25045219	5.67278234467569	35.5072565380491	5.78590276891407	73.7468946248671	71.9536040571735	4.87015974819013	4.72312344552374	6.42168976999305
cg11977716	76.541031814688	5.18247058605623	2.69109491082427	7.57560928327439	4.60677103026462	18.0326935488161	24.4000876887594	2.35326256133182
cg20429104	6.33027020426299	95.3655053879414	96.7452069771829	90.1058760344257	96.510801993085	3.03107328424995	5.28612881543661	95.0091146443367
cg22324981	94.1420654772365	15.8953795669333	2.74110643099122	76.1167514482936	14.3673354382386	55.722001012537	86.945757471866	3.1987244875538
cg27106643	94.049442994899	8.14043868326037	93.3433377311338	93.8605145481328	94.455136127238	94.9354183161107	95.2036514257339	93.4316460517146
cg02668248	78.4132299380977	4.85453697912575	1.9040699333754	24.0091939734213	2.72765749003179	84.7330342586222	82.475017778858	1.37904157604266
cg03032253	95.1857904794064	94.5973590313968	95.9150647254891	74.8798708446236	92.5754356139358	95.8604060262261	95.7733437764033	94.8284527494497
cg14590369	4.53938711617939	4.46880917830979	5.16409201863491	25.3474357525856	26.6795361338834	3.82354838221473	4.35889477119039	3.84988150121768
cg25383568	96.6042534646034	94.4885740353522	96.4271699914199	31.0549760539365	60.7345645084758	96.5224076469464	96.4728752418879	95.8270432982249
cg03014008	48.9533950876004	50.3348719290288	31.1713476089504	49.3848044597876	46.5248290584463	49.7368202645396	49.9018520260414	24.747093524897
cg06000530	49.5317251201852	49.2965294111004	29.8714743226833	49.1495623590106	49.9918241492842	49.108936740334	49.4805193429017	25.4719656557653
cg08435683	95.25470719682	96.1529650609554	93.5744373025107	96.106742940036	96.3410694127744	7.56006661918896	34.2858101063966	90.5774576288211
cg15222215	53.7643410185735	54.5618473326319	34.7812521917659	53.4707527330273	52.3221199263912	54.1763705386602	53.0251430010636	29.8146989584522
cg22100563	65.517854433522	97.2319265423218	96.8866222652371	96.8002224836582	97.1337145932746	95.6184884575348	69.2737621720665	96.3983117181291
cg22407822	56.7043396265661	57.3950534935093	27.8564251195759	54.9023623535394	53.237649736201	53.7995916939895	53.2123830186426	24.190758838377
cg02019444	7.36306152206707	92.9517760339358	92.5803804616617	91.9353430005866	92.8524734158222	6.66496553598778	6.98292026728103	88.7172359421854
cg11327657	4.10300081345602	96.8123770669692	97.6906947258996	92.2121582724201	96.8100958544316	2.71181728705032	3.19842222240493	97.5695139254829
cg13299324	97.0610398623268	54.0721004042324	96.1761411324563	96.7570056346317	96.3986513445407	97.5251397741381	97.4834701962708	94.667116923145
cg23042151	93.3346249773994	93.5634562110632	2.51263182504998	19.025534023113	4.16722232590705	72.2702171259029	82.5223655517227	2.4780088496577
